Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,55.355018615722656,54.103721618652344,54.103721618652344,54.99750518798828,963300.0,35.67071533203125
2000-01-03,55.772117614746094,53.865379333496094,54.99750518798828,54.04413604736328,2203400.0,35.05238342285156
2000-01-04,53.80579376220703,51.54153823852539,53.74620819091797,53.09076690673828,2800800.0,34.43403625488281
2000-01-05,53.627037048339844,52.13739776611328,53.150352478027344,52.37574005126953,3121200.0,33.97026824951172
2000-01-06,53.50786590576172,51.95863723754883,52.912010192871094,53.388694763183594,2504800.0,34.627254486083984
2000-01-07,56.60631561279297,53.80579376220703,54.103721618652344,56.248802185058594,4136300.0,36.48229217529297
2000-01-10,57.08300018310547,55.593360900878906,56.66590118408203,56.546730041503906,1539100.0,36.6755256652832
2000-01-11,57.38092803955078,56.010459899902344,57.14258575439453,56.12963104248047,2770100.0,36.40501022338867
2000-01-12,56.963829040527344,56.308387756347656,56.60631561279297,56.66590118408203,2146300.0,36.7528190612793
2000-01-13,57.202171325683594,56.725486755371094,57.14258575439453,57.08300018310547,1619400.0,37.02335739135742
2000-01-14,57.678855895996094,56.487144470214844,57.202171325683594,57.08300018310547,2673600.0,37.02335739135742
2000-01-18,57.55968475341797,54.93791961669922,56.963829040527344,56.248802185058594,3340000.0,36.48229217529297
2000-01-19,56.248802185058594,50.05189895629883,56.248802185058594,51.72029495239258,11968700.0,33.545162200927734
2000-01-20,52.673667907714844,50.11148452758789,51.95863723754883,50.4094123840332,5447100.0,32.69493865966797
2000-01-21,50.64775466918945,47.608890533447266,50.52858352661133,48.91977310180664,5312900.0,31.728755950927734
2000-01-24,49.038944244384766,44.80836868286133,49.038944244384766,45.52339553833008,7284300.0,29.52591323852539
2000-01-25,45.702152252197266,42.90163040161133,44.09334182739258,45.34463882446289,5290900.0,29.410003662109375
2000-01-26,46.23842239379883,43.97417068481445,45.702152252197266,45.40422439575195,5003900.0,29.44862937927246
2000-01-27,45.940494537353516,42.54411315917969,44.92753982543945,44.09334182739258,4920400.0,28.598405838012695
2000-01-28,44.45085525512695,42.72287368774414,43.02080154418945,43.080387115478516,3293600.0,27.94141960144043
2000-01-31,45.76173782348633,43.080387115478516,43.080387115478516,45.76173782348633,3558500.0,29.68050765991211
2000-02-01,46.1192512512207,44.92753982543945,45.76173782348633,45.28505325317383,2989900.0,29.371337890625
2000-02-02,46.71510696411133,45.52339553833008,45.76173782348633,46.00008010864258,2725900.0,29.835079193115234
2000-02-03,46.71510696411133,44.57002639770508,46.00008010864258,45.28505325317383,2564600.0,29.371337890625
2000-02-04,45.463809967041016,44.09334182739258,45.28505325317383,45.1658821105957,3830600.0,29.294044494628906
2000-02-07,44.80836868286133,42.42494201660156,44.80836868286133,42.90163040161133,2786500.0,27.825483322143555
2000-02-08,44.748783111572266,42.842044830322266,43.85499954223633,43.13997268676758,4717000.0,27.980058670043945
2000-02-09,42.842044830322266,40.51820373535156,42.42494201660156,41.70991516113281,3887900.0,27.052547454833984
2000-02-10,42.3653564453125,40.39903259277344,41.23323059082031,41.23323059082031,3323000.0,26.74338722229004
2000-02-11,42.3653564453125,40.27986145019531,40.51820373535156,40.27986145019531,3398400.0,26.125038146972656
2000-02-14,42.7824592590332,40.63737487792969,41.23323059082031,40.63737487792969,3405400.0,26.35690689086914
2000-02-15,44.45085525512695,40.75654602050781,40.87571716308594,44.15292739868164,3576600.0,28.63706398010254
2000-02-16,43.97417068481445,42.54411315917969,43.97417068481445,42.7824592590332,2862500.0,27.861278533935547
2000-02-17,44.6891975402832,43.318729400634766,44.09334182739258,44.272098541259766,2501700.0,28.83138656616211
2000-02-18,44.2125129699707,41.888671875,44.033756256103516,42.246185302734375,2509600.0,27.512041091918945
2000-02-22,45.04671096801758,40.99488830566406,42.007843017578125,45.04671096801758,2590500.0,29.33584213256836
2000-02-23,45.04671096801758,41.888671875,45.04671096801758,43.080387115478516,2300800.0,28.05530548095703
2000-02-24,43.91458511352539,40.577789306640625,43.080387115478516,43.61665725708008,3674800.0,28.404541015625
2000-02-25,44.57002639770508,42.30577087402344,43.61665725708008,44.39126968383789,2698300.0,28.908979415893555
2000-02-28,46.47676467895508,43.318729400634766,44.45085525512695,45.76173782348633,3050600.0,29.801481246948242
2000-02-29,47.5493049621582,45.58298110961914,46.71510696411133,45.88090896606445,2803200.0,29.87909698486328
2000-03-01,47.370548248291016,44.39126968383789,46.71510696411133,45.88090896606445,2390000.0,29.87909698486328
2000-03-02,45.88090896606445,42.90163040161133,45.88090896606445,43.7358283996582,2390800.0,28.482149124145508
2000-03-03,46.178836822509766,42.66328811645508,43.97417068481445,43.37831497192383,3312100.0,28.249326705932617
2000-03-06,43.61665725708008,41.94825744628906,43.61665725708008,42.246185302734375,2419100.0,27.512041091918945
2000-03-07,41.59074401855469,39.26690673828125,41.47157287597656,39.862762451171875,3324300.0,25.959882736206055
2000-03-08,41.11405944824219,38.432708740234375,39.74359130859375,40.69696044921875,4569500.0,26.50313949584961
2000-03-09,43.02080154418945,40.816131591796875,42.30577087402344,41.94825744628906,4908000.0,27.318021774291992
2000-03-10,43.49748611450195,41.82908630371094,43.37831497192383,43.2591438293457,3396900.0,28.17171287536621
2000-03-13,43.318729400634766,41.82908630371094,42.7824592590332,42.54411315917969,2238600.0,27.706066131591797
2000-03-14,43.85499954223633,42.18659973144531,42.60369873046875,42.90163040161133,2446700.0,27.938894271850586
2000-03-15,44.33168411254883,41.47157287597656,42.06742858886719,43.795413970947266,4192000.0,28.52095603942871
2000-03-16,47.96640396118164,44.39126968383789,45.6425666809082,47.43013381958008,4170500.0,30.88800621032715
2000-03-17,47.31096267700195,44.6891975402832,46.35759353637695,44.6891975402832,4578300.0,29.103017807006836
2000-03-20,47.5493049621582,44.09334182739258,45.52339553833008,45.28505325317383,3576700.0,29.491050720214844
2000-03-21,47.66847610473633,44.748783111572266,44.80836868286133,47.66847610473633,3217400.0,31.043212890625
2000-03-22,47.0726203918457,44.09334182739258,47.0726203918457,44.09334182739258,3007000.0,28.7149658203125
2000-03-23,45.40422439575195,43.7358283996582,44.57002639770508,44.09334182739258,3423000.0,28.7149658203125
2000-03-24,47.370548248291016,43.85499954223633,44.15292739868164,47.31096267700195,3156000.0,30.810394287109375
2000-03-27,47.01303482055664,44.80836868286133,46.47676467895508,45.76173782348633,3039000.0,29.801481246948242
2000-03-28,46.35759353637695,44.45085525512695,45.1658821105957,44.62961196899414,2426200.0,29.0642032623291
2000-03-29,47.31096267700195,44.45085525512695,44.45085525512695,46.71510696411133,2610900.0,30.42234230041504
2000-03-30,49.81355667114258,46.71510696411133,46.77469253540039,49.09852981567383,5189700.0,31.974504470825195
